search,acuenta,eltit,eltrebol,jumbo,santaisabel,unimarc,price_acuenta,pre_discount_acuenta,price_eltit,pre_discount_eltit,price_eltrebol,pre_discount_eltrebol,price_jumbo,pre_discount_jumbo,price_santaisabel,pre_discount_santaisabel,price_unimarc,pre_discount_unimarc
arroz,Arroz Preparado Chaufán Bolsa 210grs Tucapel...,Arroz Especial Preparado Chaufan Tucapel 210Gr,Tucapel Arroz Tucapel Chaufán 210 gr,Miraflores Arroz Preparado Miraflores Chaufan 210 g,Miraflores Arroz Preparado Miraflores Chaufan 210 g,Arroz preparado miraflores chaufán 210 g,950.0,950.0,890.0,890.0,949.0,949.0,1170.0,1170.0,1150.0,1150.0,990.0,1210.0
arroz,Arroz Preparado Primavera Bolsa 210grs Tucapel...,Arroz Especial Preparado Primavera Tucapel 210Gr,Miraflores Arroz Miraflores Primavera 210 gr,Miraflores Arroz Preparado Primavera 210 g,Miraflores Arroz Preparado Primavera 210 g,Arroz preparado miraflores primavera 210 g,950.0,950.0,890.0,890.0,1490.0,1490.0,1170.0,1170.0,1150.0,1150.0,990.0,1210.0
manzanas,Shampoo Manzana Fresh 375ml Head & Shoulders...,Shampoo AntiComezón 375ml,Head & Shoulders Shampoo Head Shoulders Carbon 375 ml,Head & Shoulders Shampoo Head & Shoulders Manzana Fresh 375 ml,Head & Shoulders Shampoo Head & Shoulders Manzana Fresh 375 ml,Shampoo head and shoulders anti resequedad 375 ml,4250.0,4250.0,4990.0,4990.0,3790.0,4590.0,5090.0,5090.0,4990.0,4990.0,3695.0,5390.0
sal,Sal Parrillera 750grs Lider,Sal Parillera Salero Lobos 750Gr,Sal Lobos Sal Lobos Parrillera 750 gr,Cuisine & Co Sal Parrillera 750 g,Cuisine & Co Sal Parrillera 750 g,Sal parrillera lobos 750 g,1350.0,1350.0,1399.0,1399.0,1590.0,1590.0,1390.0,1390.0,1370.0,1370.0,1650.0,1650.0
sal,Mantequilla con Sal 250grs Colun,Mantequilla Con Sal Chilolac 250Gr,Colun Mantequilla Colun S/Sal 250 Gr,Colun Mantequilla Colun Con Sal 250 g,Colun Mantequilla Colun Con Sal 250 g,Mantequilla colun con sal pan 250 g,2950.0,2950.0,2990.0,2990.0,3190.0,3190.0,3350.0,3350.0,3290.0,3290.0,2750.0,2990.0
sal,Mantequilla Sin Sal 250grs Colun,Mantequilla Sin Sal Colun Pan 250Gr,Colun Mantequilla Colun S/Sal 250 Gr,Colun Mantequilla Colun Sin Sal 250 g,Colun Mantequilla Colun Sin Sal 250 g,Mantequilla colun sin sal pan 250 g,3490.0,3490.0,2990.0,2990.0,3190.0,3190.0,3650.0,3650.0,3600.0,3600.0,3970.0,3970.0
sal,Mantequilla Con Sal 250 g Calo,Mantequilla Con Sal De Mar Soprole 250 Gr,Calo Mantequilla Calo Pan 250 gr,Calo Mantequilla Calo Con Sal 250 g,Calo Mantequilla Calo Con Sal 250 g,Mantequilla calo con sal pan 250 g,2950.0,2950.0,3090.0,3090.0,3290.0,3290.0,3250.0,3250.0,3220.0,3220.0,2850.0,2850.0
sal,Mantequilla Con Sal 250 g Soprole,Mantequilla Con Sal De Mar Soprole 250 Gr,Soprole Mantequilla Soprole Sal De Mar 250 Gr,Soprole Mantequilla Soprole Con Sal 250 g,Soprole Mantequilla Soprole Con Sal 250 g,Mantequilla soprole con sal 250 g,2950.0,2950.0,3090.0,3090.0,3190.0,3190.0,2690.0,3099.0,2690.0,3049.0,2950.0,2950.0
sal,Acondicionador Sin Sal Granada 750ml Ballerina...,Acondicionador Palta Ballerina 750ml,Ballerina Acondicionador Ballerina Sin Sal Granada Frasco 750 ml,Ballerina Acondicionador Ballerina Granada 750 ml,Ballerina Acondicionador Ballerina Granada 750 ml,Acondicionador ballerina sin sal granada doypack 750 ml,1950.0,1950.0,1595.0,1595.0,1690.0,1690.0,1690.0,1820.0,1490.0,1790.0,1490.0,1790.0
sal,Mantequilla con Sal 250grs Los Alerces,Mantequilla Los Alerces 250Gr,Los Alerces Mantequilla Los Alerces Pan 250 Gr,Los Alerces Mantequilla Los Alerces Con Sal 250 g,Los Alerces Mantequilla Los Alerces Con Sal 250 g,Mantequilla fundo los alerces con sal pan 250 g,2890.0,2890.0,2990.0,2990.0,2990.0,2990.0,3550.0,3550.0,3500.0,3500.0,3290.0,3610.0
