search,acuenta,eltit,eltrebol,jumbo,santaisabel,unimarc,price_acuenta,pre_discount_acuenta,price_eltit,pre_discount_eltit,price_eltrebol,pre_discount_eltrebol,price_jumbo,pre_discount_jumbo,price_santaisabel,pre_discount_santaisabel,price_unimarc,pre_discount_unimarc
arroz,Arroz Grado 2 Bolsa 1Kg Tucapel,Arroz Pregraneado Tucapel 1Kg,Tucapel Arroz Tucapel Pregraneado G°1 kg,Tucapel Arroz Grado 2 Tucapel Gran Selección Grano Largo y Ancho 1 kg,Tucapel Arroz Grado 2 Tucapel Blue Grano Largo y Delgado 1 kg,Arroz tucapel pregraneado 1 kg,1950.0,1950.0,2199.0,2199.0,2190.0,2190.0,1690.0,2150.0,1790.0,1790.0,2120.0,2830.0
arroz,Arroz Preparado Chaufán Bolsa 210grs Tucapel...,Arroz Especial Preparado Chaufán Miraflores 210Gr,Tucapel Arroz Tucapel Chaufán 210 gr,Miraflores Arroz Preparado Miraflores Chaufan 210 g,Miraflores Arroz Preparado Miraflores Chaufan 210 g,Arroz preparado miraflores chaufán 210 g,950.0,950.0,1290.0,1290.0,949.0,949.0,1170.0,1170.0,1150.0,1150.0,807.0,1210.0
arroz,Arroz Preparado Primavera Bolsa 210grs Tucapel...,Arroz Especial Preparado Paella Miraflores 210Gr,Tucapel Arroz Tucapel Primavera 210 gr,Miraflores Arroz Preparado Primavera 210 g,Miraflores Arroz Preparado Primavera 210 g,Arroz preparado miraflores primavera 210 g,950.0,950.0,1290.0,1290.0,999.0,999.0,1170.0,1170.0,1150.0,1150.0,807.0,1210.0
arroz,Sopa Pollo Arroz 70 g Gourmet,Sopa Pollo con Fideos Gourmet 70gr,Gourmet Sopa Gourmet Pollo Fideos 70 Grs,Gourmet Sopa Gourmet Tradicional de Pollo con Arroz 70 g,Gourmet Sopa Gourmet Tradicional de Pollo con Arroz 70 g,Sopa de pollo con fideos gourmet sobre 70 g,560.0,560.0,550.0,550.0,549.0,549.0,590.0,590.0,590.0,590.0,650.0,650.0
arroz,Sopa Sabor Pollo Con Arroz 70 g Maggi,Sopa Sabor Pollo con Arroz Maggi 70Gr,Maggi Sopa Maggi Pollo Arroz 70Grs,Maggi Sopa Maggi Sabor Pollo con Arroz 70 g,Maggi Sopa Maggi Sabor Pollo con Arroz 70 g,Sopa maggi sabor pollo con arroz sobre 70 g,550.0,550.0,599.0,599.0,599.0,849.0,620.0,620.0,610.0,610.0,448.0,590.0
arroz,Arroz Grado 2 Bolsa 1Kg Tucapel,Arroz Pregraneado Tucapel 1Kg,Tucapel Arroz Tucapel Pregraneado G°1 kg,Tucapel Arroz Grado 2 Tucapel Gran Selección Grano Largo y Ancho 1 kg,Tucapel Arroz Grado 2 Tucapel Blue Grano Largo y Delgado 1 kg,Arroz tucapel pregraneado 1 kg,1418.0,1890.0,2199.0,2199.0,2190.0,2190.0,1690.0,2150.0,1790.0,1790.0,2120.0,2830.0
sal,Sal Parrillera 750grs Lider,Sal Parillera Salero Lobos 750Gr,Sal Lobos Sal Lobos Parrillera 750 gr,Cuisine & Co Sal Parrillera 750 g,Cuisine & Co Sal Parrillera 750 g,Sal parrillera lobos 750 g,1350.0,1350.0,1399.0,1399.0,1590.0,1590.0,1390.0,1390.0,1370.0,1370.0,1650.0,1650.0
sal,Mantequilla Con Sal 250 g Calo,Mantequilla Con Sal De Mar Soprole 250 Gr,Calo Mantequilla Calo Pan 250 gr,Calo Mantequilla Calo Con Sal 250 g,Calo Mantequilla Calo Con Sal 250 g,Mantequilla calo con sal pan 250 g,2950.0,2950.0,3090.0,3090.0,3290.0,3290.0,3179.0,3179.0,3149.0,3149.0,2490.0,2990.0
sal,Mantequilla Con Sal 250 g Soprole,Mantequilla Con Sal De Mar Soprole 250 Gr,Soprole Mantequilla Soprole Sal De Mar 250 Gr,Soprole Mantequilla Soprole Con Sal 250 g,Soprole Mantequilla Soprole Con Sal 250 g,Mantequilla soprole con sal 250 g,2950.0,2950.0,3090.0,3090.0,3190.0,3190.0,2690.0,3099.0,2690.0,3049.0,2950.0,2950.0
sal,Mantequilla con Sal 250grs Los Alerces,Mantequilla Los Alerces 250Gr,Los Alerces Mantequilla Los Alerces Pan 250 Gr,Los Alerces Mantequilla Los Alerces Con Sal 250 g,Los Alerces Mantequilla Los Alerces Con Sal 250 g,Mantequilla fundo los alerces con sal pan 250 g,2890.0,2890.0,2990.0,2990.0,2990.0,2990.0,3539.0,3539.0,3489.0,3489.0,3290.0,3610.0
sal,Mantequilla Sin Sal Pan 250grs Soprole,Mantequilla Sin Sal Soprole 250Gr,Soprole Mantequilla Soprole Pan S/Sal 250 Gr,Soprole Mantequilla Soprole Sin Sal 250 g,Soprole Mantequilla Soprole Sin Sal 250 g,Mantequilla soprole sin sal 250 g,2690.0,2690.0,3090.0,3090.0,3190.0,3190.0,3399.0,3399.0,3339.0,3339.0,3190.0,3740.0
azúcar,Azúcar Granulada 1Kg Lider,Azúcar Blanca Granulada Iansa 1Kg,Iansa Azúcar blanca granulada Iansa 1 kg,Cuisine & Co Azúcar Cuisine & Co Blanca Granulada 1 kg,Cuisine & Co Azúcar Cuisine & Co Blanca Granulada 1 kg,Azúcar granulada merkat 1 kg,1000.0,1000.0,1399.0,1399.0,1490.0,1490.0,1290.0,1290.0,1260.0,1260.0,990.0,1150.0
azúcar,Azúcar Flor 500grs Iansa,Azúcar Flor Iansa 500Gr,Iansa Azúcar Flor Iansa 500 gr,Iansa Azúcar Flor Iansa 500 g,Iansa Azúcar Flor Iansa 500 g,Azúcar flor iansa 500 g,1150.0,1150.0,1299.0,1299.0,1390.0,1390.0,1097.0,1290.0,990.0,1270.0,903.0,1290.0
azúcar,Azúcar Flor 500grs Lider,Azúcar Flor Iansa 500Gr,Iansa Azúcar Flor Iansa 500 gr,Iansa Azúcar Flor Iansa 500 g,Iansa Azúcar Flor Iansa 500 g,Azúcar flor iansa 500 g,1090.0,1090.0,1299.0,1299.0,1390.0,1390.0,1097.0,1290.0,990.0,1270.0,903.0,1290.0
azúcar,Yoghurt Griego Natural Sin Azúcar Pote 150grs D...,Yogurt Griego Natural Oikos Danone 150Gr,Danone Yogurt Griego Danone Oikos Natural 150 g,Oikos Yogurt Griego Oikos Natural Sin Endulzar 150 g,Oikos Yogurt Griego Oikos Natural Sin Endulzar 150 g,Yoghurt colun protein plus sin azúcar natural 150 g,540.0,540.0,590.0,590.0,649.0,649.0,579.0,579.0,569.0,569.0,645.0,720.0
azúcar,Azúcar Blanca Light Con Sucralosa 500 g Iansa...,Azúcar Blanca Ligth Con Sucralosa 500Gr,Iansa Azúcar Iansa Light con Stevia 500 gr,Iansa Azúcar Blanca Iansa Light con Sucralosa 500 g,Iansa Azúcar Blanca Iansa Light con Sucralosa 500 g,Azúcar blanca light iansa con sucralosa 500 g,1050.0,1590.0,1695.0,1695.0,1790.0,1790.0,1780.0,1780.0,1730.0,1730.0,1323.0,1890.0
aceite,Aceite Maravilla 900 ml Lider,Aceite Maravilla Parral 900Ml,Parral Aceite Parral Maravilla 900 ml,Cuisine & Co Aceite de Maravilla 900 ml,Cuisine & Co Aceite de Maravilla 900 ml,Aceite nuestra cocina 100% maravilla 900 ml,1700.0,1700.0,2099.0,2099.0,2000.0,2390.0,2450.0,2450.0,2430.0,2430.0,2310.0,2310.0
aceite,Aceite Vegetal 900 ml Natura,Aceite Vegetal Belmont 900Ml,Natura Aceite Natura Vegetal 900 ml,Cuisine & Co Aceite Vegetal Libre de Colesterol 900 ml,Cuisine & Co Aceite Vegetal Libre de Colesterol 900 ml,Aceite vegetal natura 900 ml,2450.0,2450.0,2790.0,2790.0,2590.0,2590.0,1850.0,1850.0,1490.0,1790.0,1995.0,2850.0
aceite,Aceite Maravilla 900 ml Sorrento,Aceite Maravilla Natura 900ml,Parral Aceite Parral Maravilla 900 ml,Cuisine & Co Aceite de Maravilla 900 ml,Cuisine & Co Aceite de Maravilla 900 ml,Aceite nuestra cocina 100% maravilla 900 ml,1990.0,1990.0,2990.0,2990.0,2000.0,2390.0,2450.0,2450.0,2430.0,2430.0,2310.0,2310.0
mantequilla,Mantequilla Untable 200grs Colun,Mantequilla Untable Colun 200Gr,Soprole Mantequilla Untable Soprole 200 Grs,Colun Mantequilla Colun 200 g,Colun Mantequilla Colun 200 g,Mantequilla colun untable con sal pote 200 g,3490.0,3490.0,3290.0,3290.0,3690.0,3690.0,3629.0,3629.0,3190.0,3569.0,3630.0,3630.0
mantequilla,Mantequilla Con Sal 250 g Calo,Mantequilla Con Sal De Mar Soprole 250 Gr,Calo Mantequilla Calo Pan 250 gr,Calo Mantequilla Calo Con Sal 250 g,Calo Mantequilla Calo Con Sal 250 g,Mantequilla calo con sal pan 250 g,2950.0,2950.0,3090.0,3090.0,3290.0,3290.0,3179.0,3179.0,3149.0,3149.0,2490.0,2990.0
mantequilla,Mantequilla Con Sal 250 g Soprole,Mantequilla Con Sal De Mar Soprole 250 Gr,Soprole Mantequilla Soprole Sal De Mar 250 Gr,Soprole Mantequilla Soprole Con Sal 250 g,Soprole Mantequilla Soprole Con Sal 250 g,Mantequilla soprole con sal 250 g,2950.0,2950.0,3090.0,3090.0,3190.0,3190.0,2690.0,3099.0,2690.0,3049.0,2950.0,2950.0
mantequilla,Mantequilla Sin Sal Pan 250grs Soprole,Mantequilla Sin Sal Soprole 250Gr,Soprole Mantequilla Soprole Pan S/Sal 250 Gr,Soprole Mantequilla Soprole Sin Sal 250 g,Soprole Mantequilla Soprole Sin Sal 250 g,Mantequilla soprole sin sal 250 g,2690.0,2690.0,3090.0,3090.0,3190.0,3190.0,3399.0,3399.0,3339.0,3339.0,3190.0,3740.0
mantequilla,Mantequilla con Sal 250grs Los Alerces,Mantequilla Los Alerces 250Gr,Los Alerces Mantequilla Los Alerces Pan 250 Gr,Los Alerces Mantequilla Los Alerces Con Sal 250 g,Los Alerces Mantequilla Los Alerces Con Sal 250 g,Mantequilla fundo los alerces con sal pan 250 g,2890.0,2890.0,2990.0,2990.0,2990.0,2990.0,3539.0,3539.0,3489.0,3489.0,3290.0,3610.0
mantequilla,Mantequilla Untable 200grs Soprole,Mantequilla Untable Soprole 200Gr,Soprole Mantequilla Untable Soprole 200 Grs,Soprole Mantequilla Soprole Untable Pote 200 g,Soprole Mantequilla Soprole Untable Pote 200 g,Mantequilla untable soprole pote 200 g,3490.0,3790.0,3490.0,3490.0,3690.0,3690.0,3999.0,3999.0,3959.0,3959.0,3990.0,3990.0
sopa pollo,Sopa Pollo Arroz 70 g Gourmet,Sopa Pollo con Fideos Gourmet 70gr,Gourmet Sopa Gourmet Pollo Fideos 70 Grs,Gourmet Sopa Gourmet Tradicional de Pollo con Arroz 70 g,Gourmet Sopa Gourmet Tradicional de Pollo con Arroz 70 g,Sopa de pollo con fideos gourmet sobre 70 g,560.0,560.0,550.0,550.0,549.0,549.0,590.0,590.0,590.0,590.0,650.0,650.0
sopa pollo,Sopa Pollo Con Sémola 68 g Maggi,Sopa Sabor Pollo con Sémola Maggi 68Gr,Maggi Sopa Maggi Pollo Semola 68 gr,Maggi Sopa Maggi Pollo con Sémola 68 g,Maggi Sopa Maggi Pollo con Sémola 68 g,Sopa maggi pollo con sémola sobre 68 g,550.0,550.0,599.0,599.0,599.0,849.0,620.0,620.0,610.0,610.0,448.0,590.0
sopa pollo,Sopa Sabor Pollo Con Arroz 70 g Maggi,Sopa Sabor Pollo con Arroz Maggi 70Gr,Maggi Sopa Maggi Pollo Arroz 70Grs,Maggi Sopa Maggi Sabor Pollo con Arroz 70 g,Maggi Sopa Maggi Sabor Pollo con Arroz 70 g,Sopa maggi sabor pollo con arroz sobre 70 g,550.0,550.0,599.0,599.0,599.0,849.0,620.0,620.0,610.0,610.0,448.0,590.0
avena,Avena Instantánea 700grs Lider,Avena Quaker Instantánea 700Gr,Quaker Avena Instantánea Quaker 700 Grs,Quaker Avena Instantánea Quaker 700 g,Quaker Avena Instantánea Quaker 700 g,Avena quaker instantánea 700 g,2150.0,2150.0,2499.0,2990.0,2000.0,2690.0,2699.0,2699.0,2659.0,2659.0,1953.0,2790.0
