search,acuenta,eltit,eltrebol,jumbo,santaisabel,unimarc,price_acuenta,pre_discount_acuenta,price_eltit,pre_discount_eltit,price_eltrebol,pre_discount_eltrebol,price_jumbo,pre_discount_jumbo,price_santaisabel,pre_discount_santaisabel,price_unimarc,pre_discount_unimarc
arroz,Arroz Preparado Chaufán Bolsa 210grs Tucapel...,Arroz Especial Preparado Chaufan Tucapel 210Gr,Tucapel Arroz Tucapel Chaufán 210 gr,Miraflores Arroz Preparado Miraflores Chaufan 210 g,Miraflores Arroz Preparado Miraflores Chaufan 210 g,Arroz preparado miraflores chaufán 210 g,950.0,950.0,890.0,890.0,949.0,949.0,990.0,1170.0,950.0,1150.0,990.0,1210.0
arroz,Sopa Sabor Pollo Con Arroz 70 g Maggi,Sopa Sabor Pollo con Arroz Maggi 70Gr,Maggi Sopa Maggi Pollo Arroz 70Grs,Maggi Sopa Maggi Sabor Pollo con Arroz 70 g,Maggi Sopa Maggi Sabor Pollo con Arroz 70 g,Sopa maggi sabor pollo con arroz sobre 70 g,550.0,550.0,599.0,599.0,599.0,849.0,620.0,620.0,610.0,610.0,448.0,590.0
pasta,Pasta Rigati Integral 400 G Lucchetti,Pasta Rigati Lucchetti 400Gr,Lucchetti Lucchetti Rigati 48 400 Grs.,Lucchetti Pasta Rigati Lucchetti Tr3S Vegetales 400 g,Lucchetti Pasta Rigati Lucchetti Tr3S Vegetales 400 g,Pasta canutos lucchetti 400 g,1090.0,1090.0,999.0,999.0,1190.0,1190.0,1140.0,1140.0,1120.0,1120.0,825.0,1030.0
manzanas,Shampoo Manzana Fresh 375ml Head & Shoulders...,Shampoo AntiComezón 375ml,Head & Shoulders Shampoo Head Shoulders Carbon 375 ml,Head & Shoulders Shampoo Head & Shoulders Manzana Fresh 375 ml,Head & Shoulders Shampoo Head & Shoulders Manzana Fresh 375 ml,Shampoo head and shoulders anti resequedad 375 ml,4250.0,4250.0,3990.0,4990.0,3790.0,4590.0,5090.0,5090.0,4990.0,4990.0,3695.0,5390.0
palta,Pasta Rigati Integral 400 G Lucchetti,Pasta Rigati Lucchetti 400Gr,Lucchetti Lucchetti Rigati 48 400 Grs.,Lucchetti Pasta Rigati Lucchetti Tr3S Vegetales 400 g,Lucchetti Pasta Rigati Lucchetti Tr3S Vegetales 400 g,Pasta canutos lucchetti 400 g,1090.0,1090.0,999.0,999.0,1190.0,1190.0,1140.0,1140.0,1120.0,1120.0,825.0,1030.0
sal,Mantequilla Con Sal 250 g Calo,Mantequilla Con Sal De Mar Soprole 250 Gr,Calo Mantequilla Calo Pan 250 gr,Calo Mantequilla Calo Con Sal 250 g,Calo Mantequilla Calo Con Sal 250 g,Mantequilla calo con sal pan 250 g,2950.0,2950.0,3090.0,3090.0,3290.0,3290.0,3179.0,3179.0,2890.0,2890.0,2990.0,2990.0
sal,Mantequilla Con Sal 250 g Soprole,Mantequilla Con Sal De Mar Soprole 250 Gr,Soprole Mantequilla Soprole Sal De Mar 250 Gr,Soprole Mantequilla Soprole Con Sal 250 g,Soprole Mantequilla Soprole Con Sal 250 g,Mantequilla soprole con sal 250 g,2950.0,2950.0,3090.0,3090.0,3190.0,3190.0,2590.0,3099.0,3049.0,3049.0,3100.0,3100.0
sal,Mantequilla Sin Sal Pan 250grs Soprole,Mantequilla Sin Sal Soprole 250Gr,Soprole Mantequilla Soprole Pan S/Sal 250 Gr,Soprole Mantequilla Soprole Sin Sal 250 g,Soprole Mantequilla Soprole Sin Sal 250 g,Mantequilla soprole sin sal 250 g,2690.0,2690.0,3090.0,3090.0,3190.0,3190.0,2890.0,3369.0,3299.0,3299.0,3190.0,3740.0
sal,Mantequilla con Sal 250grs Los Alerces,Mantequilla Los Alerces 250Gr,Soprole Mantequilla Soprole Sal De Mar 250 Gr,Los Alerces Mantequilla Los Alerces Con Sal 250 g,Los Alerces Mantequilla Los Alerces Con Sal 250 g,Mantequilla fundo los alerces con sal pan 250 g,2890.0,2890.0,2990.0,2990.0,3190.0,3190.0,3539.0,3539.0,3489.0,3489.0,3290.0,3610.0
sal,Acondicionador Sin Sal Granada 750ml Ballerina...,Acondicionador Palta Ballerina 750ml,Ballerina Acondicionador Ballerina Sin Sal Granada Frasco 750 ml,Ballerina Acondicionador Ballerina Granada 750 ml,Ballerina Acondicionador Ballerina Granada 750 ml,Acondicionador ballerina sin sal granada doypack 750 ml,1950.0,1950.0,1595.0,1595.0,1690.0,1690.0,1590.0,1820.0,1490.0,1790.0,1490.0,1950.0
